1	0.14674346562888888
2	0.11663883013857736
3	0.09472919834984674
4	0.04058998905950122
5	0.04364155191514227
6	0.02494577266689804
7	0.028832389248742
8	0.029620228231781058
9	0.02461032672888703
10	0.05231360480603245
11	0.026965686430533726
12	0.024373837125798065
13	0.025103968775106802
14	0.021955922866861027
15	0.020349956738452118
16	0.015525683346721861
17	0.014061552679373158
18	0.016241138490537804
19	0.01886074576112959
20	0.019740972409231797
21	0.014967097021225426
22	0.016629535083969433
23	0.010575767296055952
24	0.017464353030340538
25	0.01648739632219076
26	0.018500064292715654
27	0.015542983180946775
28	0.01314505577708284
29	0.014356044638488028
30	0.014285143982205126
31	0.013322531142168574
32	0.01192575827654865
33	0.012261732222719325
34	0.010941741936322715
35	0.00932749609152476
36	0.01553826592862606
37	0.011196325481351879
38	0.010169181248380078
39	0.014336032896406121
40	0.014279221960653862
41	0.014059750208010277
42	0.01478258478972647
43	0.016878322698175907
44	0.010296938682181967
45	0.013066806882205937
46	0.013193202282612523
47	0.010480316097123755
48	0.010897294566449191
49	0.01333189176188575
50	0.01048423737908403
